Name,Colecao,Estante,Grupo,Genero,Subgenero,AnoPublicacao,Origem,Escritor,GeneroEscritor,Editora,Etiqueta,Formato,Status,Meta,ClubeLivro,DataClube,TotalPagina,Capa,DataInicio,DataFim,,,,,,,,,,,,,,
Arqueologias do Futuro: O desejo chamado Utopia e outras ficção científicas,,Livro,Não Ficção,,,2021,Estados Unidos,Fredric Jameson,Masculino,Autêntica,Desejado,-,Quero Ler,,,,656,https://m.media-amazon.com/images/I/71BdVaU-NqL._SL1500_.jpg,,,,,,,,,,,,,,,,
1808 #1,História do Brasil,Livro,Não Ficção,História,Chegada da Família Real ao Brasil,2007,Brasil,Laurentino Gomes,Masculino,Globo,Desejado,-,Quero Ler,,,,391,https://m.media-amazon.com/images/I/71rKTYG2mWL._SL1360_.jpg,,,,,,,,,,,,,,,,
Sapiens,,Livro,Não Ficção,História,História da Humanidade,2011,Israel,Yuval Noah Harari,Masculino,L&PM,Desejado,-,Quero Ler,,,,472,https://m.media-amazon.com/images/I/71-ghLb8qML._SL1500_.jpg,,,,,,,,,,,,,,,,
"Armas, Germes E Aço",,Livro,Não Ficção,História,Desenvolvimento das Civilizações,1997,Estados Unidos,Jared Diamond,Masculino,Record,Desejado,-,Quero Ler,,,,476,https://m.media-amazon.com/images/I/91R9whRsQ0L._SL1500_.jpg,,,,,,,,,,,,,,,,
Colapso,,Livro,Não Ficção,História,Queda de Civilizações,1999,Estados Unidos,Jared Diamond,Masculino,Record,Desejado,-,Quero Ler,,,,448,https://m.media-amazon.com/images/I/817iFA7f01L._SL1500_.jpg,,,,,,,,,,,,,,,,
A Incrível Viagem De Shackleton,,Livro,Não Ficção,História,,1959,Estados Unidos,Alfred Lansing,Masculino,Sextante,Desejado,-,Quero Ler,,,,320,https://m.media-amazon.com/images/I/91mULk6w-cL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Mapa Fantasma,,Livro,Não Ficção,História,Epidemias,2008,Estados Unidos,Steven Johnson,Masculino,Zahar,Desejado,-,Quero Ler,,,,280,https://m.media-amazon.com/images/I/61UWhH5+VmL._SL1438_.jpg,,,,,,,,,,,,,,,,
Pássaro Da Tempestade #1,Guerra das Rosas,Livro,Ficção,Histórica,Idade Moderna,2014,Reino Unido,Conn Iggulden,Masculino,Record,Tenho,Físico,Quero Ler,2025,,,648,https://m.media-amazon.com/images/I/81POw59BMIL._SL1500_.jpg,,,,,,,,,,,,,,,,
H.P. Lovecraft #2,Medo Clássico,Livro,Ficção,Horror,Horror Cósmico,1920,Estados Unidos,H. P. Lovecraft,Masculino,DarkSide,Tenho,Físico,Quero Ler,2025,,,384,https://darkside.vtexassets.com/arquivos/ids/198599/Lovecraft-2-Miskatonic-0.png?v=638742956328530000,,,,,,,,,,,,,,,,H
O Imperador De Todos Os Males,,Livro,Não Ficção,Medicina,História do Câncer,2010,Estados Unidos,Siddhartha Mukherjee,Masculino,Companhia das Letras,Desejado,-,Quero Ler,,,,648,https://m.media-amazon.com/images/I/713PtHqI3KS._SL1500_.jpg,,,,,,,,,,,,,,,,
Sobrevidas,,Livro,Ficção,Histórica,Colonialismo,2022,Tanzânia,Abdulrazak Gurnah,Masculino,Companhia das Letras,Desejado,-,Quero Ler,,,,373,https://m.media-amazon.com/images/I/91ipS0jzcGL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Sol É Para Todos,,Livro,Ficção,Histórica,Entre-Guerras,1960,Estados Unidos,Harper Lee,Feminino,José Olympio,Desejado,-,Quero Ler,,,,349,https://m.media-amazon.com/images/I/91WKPd60P4L._SL1500_.jpg,,,,,,,,,,,,,,,,
Rebelde #1,Crônicas de Starbuck,Livro,Ficção,Histórica,Guerra Civil Americana,1993,Reino Unido,Bernard Cornwell,Masculino,Record,Desejado,-,Quero Ler,,,,537,https://m.media-amazon.com/images/I/91VavYojwYL._SL1500_.jpg,,,,,,,,,,,,,,,,
Meio Sol Amarelo,,Livro,Ficção,Histórica,Guerra Civil Nigeriana,2006,Nigéria,Chimamanda Ngozi Adichie,Feminino,Companhia das Letras,Desejado,-,Quero Ler,,,,504,https://m.media-amazon.com/images/I/81rvDTatORL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Herege #3,A Busca do Graal,Livro,Ficção,Histórica,Guerra dos Cem Anos,2003,Reino Unido,Bernard Cornwell,Masculino,Record,Desejado,-,Quero Ler,,,,392,https://m.media-amazon.com/images/I/91ILHkbyB1L._SL1500_.jpg,,,,,,,,,,,,,,,,
1356 #4,A Busca do Graal,Livro,Ficção,Histórica,Guerra dos Cem Anos,2012,Reino Unido,Bernard Cornwell,Masculino,Record,Desejado,-,Quero Ler,,,,577,https://m.media-amazon.com/images/I/91ivWqBPweL._SL1500_.jpg,,,,,,,,,,,,,,,,
Azincourt,,Livro,Ficção,Histórica,Guerra dos Cem Anos,2008,Reino Unido,Bernard Cornwell,Masculino,Record,Desejado,-,Quero Ler,,,,448,https://m.media-amazon.com/images/I/91mnyzZJOrL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Retrato de Dorian Gray,Medo Clássico,Livro,Ficção,Horror,Horror Gótico,1890,Irlanda,Oscar Wilde,Masculino,DarkSide,Tenho,Físico,Quero Ler,2025,,,320,https://darkside.vtexassets.com/arquivos/ids/176888/o-retrato-de-dorian-gray.png?v=637655004354600000,,,,,,,,,,,,,,,,
Anjos e Demonios #1,Robert Langdon,Livro,Ficção,Mistério,Policial,2009,Estados Unidos,Dan Brown,Masculino,Arqueiro,Tenho,Físico,Quero Ler,2025,,,480,https://m.media-amazon.com/images/I/81SlD07DNZL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Forte,,Livro,Ficção,Histórica,Independência Americana,2010,Reino Unido,Bernard Cornwell,Masculino,Record,Desejado,-,Quero Ler,,,,490,https://m.media-amazon.com/images/I/91wSleG0S7L._SL1500_.jpg,,,,,,,,,,,,,,,,
O Senhor Da Guerra #13,Crônicas Saxônicas,Livro,Ficção,Histórica,Invasão Vinkings,2021,Reino Unido,Bernard Cornwell,Masculino,Record,Desejado,-,Quero Ler,,,,442,https://m.media-amazon.com/images/I/817k0c6jyTS._SL1500_.jpg,,,,,,,,,,,,,,,,
O Trono Vazio #8,Crônicas Saxônicas,Livro,Ficção,Histórica,Invasão Vinkings,2014,Reino Unido,Bernard Cornwell,Masculino,Record,Desejado,-,Quero Ler,,,,413,https://m.media-amazon.com/images/I/81cd1uGLoaL._SL1500_.jpg,,,,,,,,,,,,,,,,
A Espada Dos Reis #12,Crônicas Saxônicas,Livro,Ficção,Histórica,Invasão Vinkings,2020,Reino Unido,Bernard Cornwell,Masculino,Record,Desejado,-,Quero Ler,,,,458,https://m.media-amazon.com/images/I/81jswJJMSGL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Cavaleiro Da Morte #2,Crônicas Saxônicas,Livro,Ficção,Histórica,Invasão Vinkings,2005,Reino Unido,Bernard Cornwell,Masculino,Record,Desejado,-,Quero Ler,,,,388,https://m.media-amazon.com/images/I/81NtAWR6vcL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Guerreiro Pagão #7,Crônicas Saxônicas,Livro,Ficção,Histórica,Invasão Vinkings,2013,Reino Unido,Bernard Cornwell,Masculino,Record,Desejado,-,Quero Ler,,,,337,https://m.media-amazon.com/images/I/81qA3npNloL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Ultimo Reino #1,Crônicas Saxônicas,Livro,Ficção,Histórica,Invasão Vinkings,2004,Reino Unido,Bernard Cornwell,Masculino,Record,Desejado,-,Quero Ler,,,,436,https://m.media-amazon.com/images/I/81sZClLWMwL._SL1500_.jpg,,,,,,,,,,,,,,,,
Os Senhores Do Norte #3,Crônicas Saxônicas,Livro,Ficção,Histórica,Invasão Vinkings,2006,Reino Unido,Bernard Cornwell,Masculino,Record,Desejado,-,Quero Ler,,,,401,https://m.media-amazon.com/images/I/91BFBSG+frL._SL1500_.jpg,,,,,,,,,,,,,,,,
Guerreiros Da Tempestade #9,Crônicas Saxônicas,Livro,Ficção,Histórica,Invasão Vinkings,2015,Reino Unido,Bernard Cornwell,Masculino,Record,Desejado,-,Quero Ler,,,,345,https://m.media-amazon.com/images/I/91CdBdxxdxL._SL1500_.jpg,,,,,,,,,,,,,,,,
Morte Dos Reis #6,Crônicas Saxônicas,Livro,Ficção,Histórica,Invasão Vinkings,2011,Reino Unido,Bernard Cornwell,Masculino,Record,Desejado,-,Quero Ler,,,,438,https://m.media-amazon.com/images/I/91JIl0FXTVL._SL1500_.jpg,,,,,,,,,,,,,,,,
Portador Do Fogo #10,Crônicas Saxônicas,Livro,Ficção,Histórica,Invasão Vinkings,2016,Reino Unido,Bernard Cornwell,Masculino,Record,Desejado,-,Quero Ler,,,,411,https://m.media-amazon.com/images/I/91lFVMZrZKL._SL1500_.jpg,,,,,,,,,,,,,,,,
Terra Em Chamas #5,Crônicas Saxônicas,Livro,Ficção,Histórica,Invasão Vinkings,2009,Reino Unido,Bernard Cornwell,Masculino,Record,Desejado,-,Quero Ler,,,,420,https://m.media-amazon.com/images/I/91TGuaqBQWL._SL1500_.jpg,,,,,,,,,,,,,,,,
Shogun: A Gloriosa Saga do Japão,,Livro,Ficção,Histórica,Japão Feudal,1975,Reino Unido,James Clavell,Masculino,Sextante,Desejado,-,Quero Ler,,,,1.040,https://m.media-amazon.com/images/I/713ErT0PQXL._SL1500_.jpg,,,,,,,,,,,,,,,,
Os Pilares da Terra #1,Kingsbridge,Livro,Ficção,Histórica,Medieval,1989,Reino Unido,Ken Follet,Masculino,Arqueiro,Desejado,-,Quero Ler,,,,944,https://m.media-amazon.com/images/I/71zbjeIkVjL._SL1363_.jpg,,,,,,,,,,,,,,,,
O Condenado,,Livro,Ficção,Histórica,Medieval,2001,Reino Unido,Bernard Cornwell,Masculino,Record,Desejado,-,Quero Ler,,,,464,https://m.media-amazon.com/images/I/81MUcH4ul8L._SL1500_.jpg,,,,,,,,,,,,,,,,
Juventude,,Livro,Ficção,Histórica,Mercantilismo,1898,Polônia,Joseph Conrad,Masculino,L&PM,Desejado,-,Quero Ler,,,,94,https://m.media-amazon.com/images/I/7185qM9fCaL._SL1372_.jpg,,,,,,,,,,,,,,,,
Doutor Jivago,,Livro,Ficção,Histórica,Pós-Guerras,1957,Rússia,Boris Pasternak,Masculino,Companhia das Letras,Desejado,-,Quero Ler,,,,616,https://m.media-amazon.com/images/I/91Cb-jD1hIL._SL1500_.jpg,,,,,,,,,,,,,,,,
Coração das Trevas,,Livro,Ficção,Romance,Clássico,1899,Polônia,Joseph Conrad,Masculino,DarkSide,Tenho,Físico,Quero Ler,2025,,,176,https://darkside.vtexassets.com/arquivos/ids/173702/coracao-das-trevas-0.png?v=637540901437130000,,,,,,,,,,,,,,,,
Stonehenge,,Livro,Ficção,Histórica,Pré-História,1999,Reino Unido,Bernard Cornwell,Masculino,Record,Desejado,-,Quero Ler,,,,728,https://m.media-amazon.com/images/I/A17WorGQkEL._SL1500_.jpg,,,,,,,,,,,,,,,,
A Insustentável Leveza Do Ser,,Livro,Ficção,Histórica,Primavera de Praga,1984,República Tcheca,Milan Kundera,Masculino,Companhia de Bolso,Desejado,-,Quero Ler,,,,344,https://m.media-amazon.com/images/I/81oCeFNDg+L._SL1500_.jpg,,,,,,,,,,,,,,,,
Tolos E Mortais,,Livro,Ficção,Histórica,Renascimento,2017,Reino Unido,Bernard Cornwell,Masculino,Record,Desejado,-,Quero Ler,,,,364,https://m.media-amazon.com/images/I/A1HQvQQasNL._SL1500_.jpg,,,,,,,,,,,,,,,,
Campo De Espadas #3,O Imperador,Livro,Ficção,Histórica,Roma,2005,Reino Unido,Conn Iggulden,Masculino,Record,Desejado,-,Quero Ler,,,,488,https://m.media-amazon.com/images/I/81-WSoC7+QL._SL1500_.jpg,,,,,,,,,,,,,,,,
Sangue Dos Deuses #5,O Imperador,Livro,Ficção,Histórica,Roma,2013,Reino Unido,Conn Iggulden,Masculino,Record,Desejado,-,Quero Ler,,,,392,https://m.media-amazon.com/images/I/81q6s8Mws-L._SL1500_.jpg,,,,,,,,,,,,,,,,
Os Deuses Da Guerra #4,O Imperador,Livro,Ficção,Histórica,Roma,2007,Reino Unido,Conn Iggulden,Masculino,Record,Desejado,-,Quero Ler,,,,420,https://m.media-amazon.com/images/I/91+y7sP-lHL._SL1500_.jpg,,,,,,,,,,,,,,,,
A Morte Dos Reis #2,O Imperador,Livro,Ficção,Histórica,Roma,2011,Reino Unido,Conn Iggulden,Masculino,Record,Desejado,-,Quero Ler,,,,504,https://m.media-amazon.com/images/I/91bZPrVyGKL._SL1500_.jpg,,,,,,,,,,,,,,,,
Vida E Destino,,Livro,Ficção,Histórica,Segunda Guerra Mundial,1980,Rússia,Vassili Grossman,Masculino,Alfaguara,Desejado,-,Quero Ler,,,,920,https://m.media-amazon.com/images/I/818N2nwnl+L._SL1500_.jpg,,,,,,,,,,,,,,,,
Stalingrado,,Livro,Ficção,Histórica,Segunda Guerra Mundial,1952,Rússia,Vassili Grossman,Masculino,Alfaguara,Desejado,-,Quero Ler,,,,1.056,https://m.media-amazon.com/images/I/91wesJ9Mq1L._SL1500_.jpg,,,,,,,,,,,,,,,,
Drácula,Medo Clássico,Livro,Ficção,Horror,Horror Gótico,1897,Irlanda,Bram Stoker,Masculino,DarkSide,Desejado,-,Quero Ler,,,,580,https://darkside.vtexassets.com/arquivos/ids/171649/197-2-dracula-de-bram-stoker-dark-edition--2-.jpg?v=637327496337100000,,,,,,,,,,,,,,,,
Harmonia,,Livro,Não Ficção,Música,Teoria Musical,1911,Áustria,Arnold Schoenberg,Masculino,Unesp,Desejado,-,Quero Ler,,,,584,https://m.media-amazon.com/images/I/81S-ro-EG3L._SL1500_.jpg,,,,,,,,,,,,,,,,
O Médico E O Monstro E Outros Experimentos,Medo Clássico,Livro,Ficção,Horror,Horror Gótico,1886,Reino Unido,Robert Louis Stevenson,Masculino,DarkSide,Desejado,-,Quero Ler,,,,352,https://darkside.vtexassets.com/arquivos/ids/198416/233-o-medico-e-o-monstro.png?v=638742941070330000,,,,,,,,,,,,,,,,
Edgar Allan Poe #1,Medo Clássico,Livro,Ficção,Horror,Horror Gótico,1832,Estados Unidos,Edgar Allan Poe,Masculino,DarkSide,Desejado,-,Quero Ler,,,,384,https://darkside.vtexassets.com/arquivos/ids/168434/144-edgar-allan-poe-medo-classico.jpg?v=636851508886930000,,,,,,,,,,,,,,,,
Psicose,,Livro,Ficção,Horror,Horror Psicológico,1959,Estados Unidos,Robert Bloch,Masculino,DarkSide,Desejado,-,Quero Ler,,,,173,https://darkside.vtexassets.com/arquivos/ids/174499/8-psicose-limited-edition.png?v=637606708518830000,,,,,,,,,,,,,,,,
Precisamos Falar Sobre O Kevin,,Livro,Ficção,Horror,Horror Psicológico,2003,Estados Unidos,Lionel Shriver,Masculino,Intrínseca,Desejado,-,Quero Ler,,,,394,https://m.media-amazon.com/images/I/91HKxmPoT3L._SY342_.jpg,,,,,,,,,,,,,,,,
Temporada De Caça,,Livro,Ficção,Horror,Horror Psicológico,2022,Estados Unidos,Stephen Graham Jones,Masculino,DarkSide,Desejado,-,Quero Ler,,,,320,https://m.media-amazon.com/images/I/810n3WdigLL._SL1500_.jpg,,,,,,,,,,,,,,,,
Livros De Sangue: Volume 1,Livros de Sangue,Livro,Ficção,Horror,Slasher,1984,Reino Unido,Clive Barker,Masculino,DarkSide,Desejado,-,Quero Ler,,,,240,https://darkside.vtexassets.com/arquivos/ids/172123/livros-de-sangue-0.jpg?v=637369248088270000,,,,,,,,,,,,,,,,
Hellraiser,,Livro,Ficção,Horror,Slasher,1986,Reino Unido,Clive Barker,Masculino,DarkSide,Desejado,-,Quero Ler,,,,160,https://darkside.vtexassets.com/arquivos/ids/167584/61-hellraiser-renascido-do-inferno.jpg?v=636802520628570000,,,,,,,,,,,,,,,,
Evangelho De Sangue,Livros de Sangue,Livro,Ficção,Horror,Slasher,2016,Reino Unido,Clive Barker,Masculino,DarkSide,Desejado,-,Quero Ler,,,,320,https://darkside.vtexassets.com/arquivos/ids/198077/79-evangelho-de-sangue.jpg?v=638730649536700000,,,,,,,,,,,,,,,,
O Rei De Amarelo,,Livro,Ficção,Horror,Sobrenatural,1895,Reino Unido,Robert W. Chambers,Masculino,DarkSide,Desejado,-,Quero Ler,,,,288,https://darkside.vtexassets.com/arquivos/ids/192223/O-Rei-de-Amarelo-1.png?v=638236442098100000,,,,,,,,,,,,,,,,
O Pescador,,Livro,Ficção,Horror,Sobrenatural,1925,Estados Unidos,John Langan,Masculino,DarkSide,Desejado,-,Quero Ler,,,,320,https://darkside.vtexassets.com/arquivos/ids/188434/o-pescador-0.png?v=637878209869600000,,,,,,,,,,,,,,,,
Taquion 7: Cyberpunk,Taquion FC,Revista,Ficção,Científica,Cyberpunk,2025,Brasil,,,Clube Brasileiro de Ficção Científica,Tenho,EPUB,Quero Ler,,,,50,https://taquionfc.com.br/v1/wp-content/uploads/2025/01/Taquion7-capa-1173x1536.jpg,,,,,,,,,,,,,,,,
A Morte e o Meteoro,,Livro,Ficção,Científica,Distopia,2019,Brasil,Joca Reiners Terron,Masculino,Todavia,Tenho,EPUB,Quero Ler,,,,120,https://m.media-amazon.com/images/I/912Kjg2EQ5L._SL1500_.jpg,,,,,,,,,,,,,,,,
2010: Uma Odisséia no Espaço #2,,Livro,Ficção,Científica,Viagem Espacial,1982,Reino Unido,Arthur C. Clarke,Masculino,Nova Fronteira,Tenho,EPUB,Quero Ler,2025,,,362,https://m.media-amazon.com/images/I/81I4m1gEtCL._SL1500_.jpg,,,,,,,,,,,,,,,,
Taquion 1,Taquion FC,Revista,Ficção,Científica,,2022,Brasil,,,Clube Brasileiro de Ficção Científica,Tenho,EPUB,Quero Ler,,,,50,https://taquionfc.com.br/v1/wp-content/uploads/2022/10/Taquion1-capa-1173x1536.jpg,,,,,,,,,,,,,,,,
Taquion 2,Taquion FC,Revista,Ficção,Científica,,2023,Brasil,,,Clube Brasileiro de Ficção Científica,Tenho,EPUB,Quero Ler,,,,50,https://taquionfc.com.br/v1/wp-content/uploads/2023/07/Taquion2-capa-1173x1536.jpg,,,,,,,,,,,,,,,,
Onde os Velhos não tem vez,,Livro,Ficção,Mistério,Policial,2023,Estados Unidos,Cormac McCarthy,Masculino,Alfaguara,Desejado,-,Quero Ler,,,,302,https://m.media-amazon.com/images/I/7134eRIhSjL._SL1500_.jpg,,,,,,,,,,,,,,,,
Precisamos Falar Sobre O Kevin,,Livro,Ficção,Mistério,Policial,2003,Estados Unidos,Lionel Shriver,Masculino,Intrínseca,Desejado,-,Quero Ler,,,,464,https://m.media-amazon.com/images/I/919g-oJ1tZL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Colecionador,,Livro,Ficção,Mistério,Psicológico,1963,Reino Unido,John Fowles,Masculino,DarkSide,Desejado,-,Quero Ler,,,,256,https://darkside.vtexassets.com/arquivos/ids/167609/111-o-colecionador.jpg?v=636802523172600000,,,,,,,,,,,,,,,,
Paciente 67,,Livro,Ficção,Mistério,Suspense,2003,Estados Unidos,Dennis Lehane,Masculino,Companhia das Letras,Desejado,-,Quero Ler,,,,344,https://m.media-amazon.com/images/I/A1PF1d1RKoS._SL1500_.jpg,,,,,,,,,,,,,,,,
Casas Estranhas,,Livro,Ficção,Mistério,Suspense,2025,Japão,Uketsu,Masculino,Intrínseca,Desejado,-,Quero Ler,,,,176,https://m.media-amazon.com/images/I/81-m2B4F9hL._SL1500_.jpg,,,,,,,,,,,,,,,,
Reconhecimentos de Padrões #1,Blue Ant,Livro,Ficção,Mistério,Techno-thriller,2003,Canadá,William Gibson,Masculino,Aleph,Desejado,-,Quero Ler,,,,444,https://m.media-amazon.com/images/I/91yoNd6Jo7L._SL1500_.jpg,,,,,,,,,,,,,,,,
Queda De Gigantes #1,O Século,Livro,Ficção,Mistério,Thriller,2010,Reino Unido,Ken Follet,Masculino,Arqueiro,Desejado,-,Quero Ler,,,,912,https://m.media-amazon.com/images/I/91YwTospDVL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Poderoso Chefão,,Livro,Ficção,Mistério,Thriller,1969,Estados Unidos,Mario Puzo,Masculino,Record,Desejado,-,Quero Ler,,,,612,https://m.media-amazon.com/images/I/71WVizgIk4L._SL1500_.jpg,,,,,,,,,,,,,,,,
A Dança Da Morte,,Livro,Ficção,Mistério,Thriller,1978,Estados Unidos,Stephen King,Masculino,Suma,Desejado,-,Quero Ler,,,,1.248,https://m.media-amazon.com/images/I/91oH+NXxP7S._SL1500_.jpg,,,,,,,,,,,,,,,,
À Espera De Um Milagre,,Livro,Ficção,Mistério,Thriller,1996,Estados Unidos,Stephen King,Masculino,Suma,Desejado,-,Quero Ler,,,,400,https://m.media-amazon.com/images/I/81YNp7bFixL._SL1500_.jpg,,,,,,,,,,,,,,,,
Rápido E Devagar,,Livro,Não Ficção,Psicologia,Sistemas Cognitivos,2011,Israel,Daniel Kahneman,Masculino,Objetiva,Desejado,-,Quero Ler,,,,608,https://m.media-amazon.com/images/I/61pt9lG-PvL._SL1500_.jpg,,,,,,,,,,,,,,,,
Ruído,,Livro,Não Ficção,Estatística,Viés e Erros,2021,Israel,Daniel Kahneman,Masculino,Objetiva,Desejado,-,Quero Ler,,,,432,https://m.media-amazon.com/images/I/81I6rfFOM-S._SL1500_.jpg,,,,,,,,,,,,,,,,
Iludidos Pelo Acaso,,Livro,Não Ficção,Estatística,Probabilidade,2001,Líbano,Nassim Nicholas Taleb,Masculino,Objetiva,Desejado,-,Quero Ler,,,,328,https://m.media-amazon.com/images/I/81j15XZb34L._SL1500_.jpg,,,,,,,,,,,,,,,,
O Paradoxo Da Escolha,,Livro,Não Ficção,Sociologia,Consumo,2004,Estados Unidos,Barry Schwartz,Masculino,A Girafa,Desejado,-,Quero Ler,,,,304,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1521122754i/39288422.jpg,,,,,,,,,,,,,,,,
Meu Pé De Laranja Lima,,Livro,Ficção,Romance,Autobiográfico,1968,Brasil,José Mauro de Vasconcelos,Masculino,Melhoramentos,Desejado,-,Quero Ler,,,,232,https://m.media-amazon.com/images/I/816a7zMD+FL._SL1500_.jpg,,,,,,,,,,,,,,,,
Taquion 3,Taquion FC,Revista,Ficção,Científica,,2024,Brasil,,,Clube Brasileiro de Ficção Científica,Tenho,EPUB,Quero Ler,,,,50,https://taquionfc.com.br/v1/wp-content/uploads/2024/01/Taquion3-capa5-1173x1536.jpg,,,,,,,,,,,,,,,,
Taquion 4,Taquion FC,Revista,Ficção,Científica,,2024,Brasil,,,Clube Brasileiro de Ficção Científica,Tenho,EPUB,Quero Ler,,,,50,https://taquionfc.com.br/v1/wp-content/uploads/2024/04/Taquion4-capa-1173x1536.jpg,,,,,,,,,,,,,,,,
Crime e Castigo,,Livro,Ficção,Romance,Clássico,1866,Rússia,Fiódor Dostoiévski,Masculino,Editora 34,Desejado,-,Quero Ler,,,,592,https://m.media-amazon.com/images/I/916WkSH4cGL._SL1500_.jpg,,,,,,,,,,,,,,,,
Grandes Esperanças,,Livro,Ficção ,Romance,Clássico,1861,Reino Unido,Charles Dickens,Masculino ,Penguin-Companhia,Desejado,-,Quero Ler,,,,704,https://m.media-amazon.com/images/I/71LdmGeFZDL._SL1500_.jpg,,,,,,,,,,,,,,,,
Os Três Mosqueteiros #1,Os Três Mosqueteiros,Livro,Ficção,Romance,Clássico,1844,França,Alexandre Dumas,Masculino,Zahar,Desejado,-,Quero Ler,,,,668,https://m.media-amazon.com/images/I/817bVkQAWhL._SL1500_.jpg,,,,,,,,,,,,,,,,
Orgulho E Preconceito,,Livro,Ficção,Romance,Clássico,1813,Reino Unido,Jane Austen,Feminino,Zahar,Desejado,-,Quero Ler,,,,368,https://m.media-amazon.com/images/I/81rDy4M-BAL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Morro Dos Ventos Uivantes,,Livro,Ficção,Romance,Clássico,1847,Reino Unido,Emily Brontë,Feminino,Zahar,Desejado,-,Quero Ler,,,,376,https://m.media-amazon.com/images/I/81LxzXa2MWL._SL1500_.jpg,,,,,,,,,,,,,,,,
Taquion 5,Taquion FC,Revista,Ficção,Científica,,2024,Brasil,,,Clube Brasileiro de Ficção Científica,Tenho,EPUB,Quero Ler,,,,50,https://taquionfc.com.br/v1/wp-content/uploads/2024/07/Taquion5-Capa-1173x1536.jpg,,,,,,,,,,,,,,,,
O Avesso Da Pele,,Livro,Ficção,Romance,Contemporâneo,2020,Brasil,Jeferson Tenório,Masculino,Companhia das Letras,Desejado,-,Quero Ler,,,,192,https://m.media-amazon.com/images/I/81p29WCHFaL._SL1500_.jpg,,,,,,,,,,,,,,,,
Taquion 6: Especial Assimov,Taquion FC,Revista,Ficção,Científica,,2024,Brasil,,,Clube Brasileiro de Ficção Científica,Tenho,EPUB,Quero Ler,,,,50,https://taquionfc.com.br/v1/wp-content/uploads/2024/10/Taquion6-capa-1173x1536.jpg,,,,,,,,,,,,,,,,
Solução de dois Estado,,Livro,Ficção,Romance,Contemporâneo,2020,Brasil,Michel Laub,Masculino,Companhia das Letras,Desejado,-,Quero Ler,,,,248,https://m.media-amazon.com/images/I/91hgYZXevhL._SL1500_.jpg,,,,,,,,,,,,,,,,
Taquion 8,Taquion FC,Revista,Ficção,Científica,,2025,Brasil,,,Clube Brasileiro de Ficção Científica,Tenho,EPUB,Quero Ler,,,,50,https://taquionfc.com.br/v1/wp-content/uploads/2025/03/Taquion8-capa-1173x1536.jpg,,,,,,,,,,,,,,,,
Norwegian Wood,,Livro,Ficção,Romance,Drama,1987,Japão,Haruki Murakami,Masculino,Alfaguara,Desejado,-,Quero Ler,,,,360,https://m.media-amazon.com/images/I/81q5Twi54mL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Amor Nos Tempos Do Cólera,,Livro,Ficção,Romance,Drama,1985,Colômbia,Gabriel García Márquez,Masculino,Record,Desejado,-,Quero Ler,,,,432,https://m.media-amazon.com/images/I/81UNmHO4OwL._SL1500_.jpg,,,,,,,,,,,,,,,,
O Apanhador No Campo De Centeio,,Livro,Ficção,Romance,Drama,1951,Estados Unidos,J. D. Salinger,Masculino,Todavia,Desejado,-,Quero Ler,,,,256,https://m.media-amazon.com/images/I/71b3GDZMzSL._SL1229_.jpg,,,,,,,,,,,,,,,,
Atos Humanos,,Livro,Ficção,Romance,Drama,2014,Coreia do Sul,Han Kang,Feminino,Todavia,Desejado,-,Quero Ler,,,,192,https://m.media-amazon.com/images/I/81Li3+GpQsS._SL1500_.jpg,,,,,,,,,,,,,,,,
O Livro Branco,,Livro,Ficção,Romance,Drama,2016,Coreia do Sul,Han Kang,Feminino,Todavia,Desejado,-,Quero Ler,,,,160,https://m.media-amazon.com/images/I/81T2-pfo8qL._SL1500_.jpg,,,,,,,,,,,,,,,,
"Judas, O Obcuro",,Livro,Ficção,Romance,Época,1894,Reino Unido,Thomas Hardy,Masculino,Sétimo Selo,Desejado,-,Quero Ler,,,,432,https://m.media-amazon.com/images/I/71sH+1-5TAL._SL1500_.jpg,,,,,,,,,,,,,,,,
Os Sofrimentos do Jovem Wether,,Livro,Ficção,Romance,Espitolar,1774,Alemanha,Johann Wolfgang,Masculino,Penguin-Companhia,Desejado,-,Quero Ler,,,,216,https://m.media-amazon.com/images/I/81-O-GTZVAS._SL1500_.jpg,,,,,,,,,,,,,,,,
A Beira Da Loucura,,Livro,Ficção,Romance,Psicologico,2003,Brasil,Elisa Masselli,Feminino,Una,Desejado,-,Quero Ler,,,,129,https://m.media-amazon.com/images/I/91KawzIny1L._SL1500_.jpg,,,,,,,,,,,,,,,,
